"",id,trait,note,group_name,mr,year,author,sex,pmid,population,unit,sample_size,nsnp,build,category,subcategory,ontology,ncase,consortium,ncontrol,priority,sd
"883",ukb-e-20498_AFR,Felt very upset when reminded of stressful experience in past month,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,935,15303486,HG19/GRCh37,Continuous,NA,NA,935,NA,0,0,
"884",ukb-d-N13,Diagnoses - main ICD10: N13 Obstructive and reflux uropathy,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,9916449,HG19/GRCh37,Binary,NA,NA,1359,NA,359835,0,
"885",ukb-b-4331,6mm weak meridian angle (left),5102: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,83410,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"886",ukb-b-12930,Mouth/teeth dental problems: Dentures,6149#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,461113,9851867,HG19/GRCh37,Binary,NA,NA,77732,MRC-IEU,383381,1,
"887",finn-b-CD2_BENIGN_MOUTH_PHARYNX,Benign neoplasm of mouth and pharynx,CD2_BENIGN_MOUTH_PHARYNX,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1655,NA,217137,0,
"888",ukb-b-15326,Vitamin and/or mineral supplement use: Multivitamin with iron,20084#469: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Binary,NA,NA,1628,MRC-IEU,63321,1,
"889",ubm-a-1169,NET100 0013,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"890",ukb-b-311,White wine intake,100670: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"891",ubm-a-2075,NET100 0919,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"892",ebi-a-GCST90010261,Spondin-1 levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1314,18217568,HG19/GRCh37,NA,NA,NA,,NA,,0,
"893",ebi-a-GCST90000463,CXCL9 levels,NA,public,1,2020,Hillary RF,NA,32641083,European,NA,982,7883871,HG19/GRCh37,NA,NA,NA,,NA,,0,
"894",ubm-a-2582,NET100 1426,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"895",ebi-a-GCST90011460,OTU99_47 (Prevotella) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5576639,HG19/GRCh37,NA,NA,NA,,NA,,0,
"896",ukb-e-30260_MID,Mean reticulocyte volume,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1518,11877802,HG19/GRCh37,Continuous,NA,NA,1518,NA,0,0,
"897",ukb-b-12623,"Non-cancer illness code, self-reported: headaches (not migraine)",20002#1436: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,3917,MRC-IEU,459016,1,
"898",ukb-d-22617_3119,Job SOC coding: Science and engineering technicians n.e.c.,NA,public,1,2018,Neale lab,Males and Females,,European,NA,91149,10465621,HG19/GRCh37,Binary,NA,NA,2018,NA,89131,0,
"899",ukb-b-1939,Operative procedures - main OPCS: F09.1 Surgical removal of impacted wisdom tooth,41200#F091: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1705,MRC-IEU,461305,1,
"900",bbj-a-101,Chronic hepatitis C,NA,public,1,2019,Ishigaki K,Males and Females,,East Asian,NA,212453,8885805,HG19/GRCh37,Binary,NA,NA,5794,NA,206659,0,
"901",finn-b-N14_ACUTENEPHRITIC,Acute nephritic syndrome,N14_ACUTENEPHRITIC,public,1,2021,NA,Males and Females,,European,NA,,16380437,HG19/GRCh37,Binary,NA,NA,335,NA,214619,0,
"902",ukb-e-20479_AFR,Ever thought that life not worth living,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,930,15286045,HG19/GRCh37,Continuous,NA,NA,930,NA,0,0,
"903",ukb-b-19791,PCT where patients GP was registered: ROTHERHAM PCT,41230#5H8: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,3112,MRC-IEU,459898,1,
"904",ubm-a-868,IDP dMRI ProbtrackX ISOVF str r,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"905",ukb-e-1687_EAS,Comparative body size at age 10,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2511,8265583,HG19/GRCh37,Continuous,NA,NA,2511,NA,0,0,
"906",finn-b-J10_SINUSITIS,Acute sinusitis,J10_SINUSITIS,public,1,2021,NA,Males and Females,,European,NA,,16380415,HG19/GRCh37,Binary,NA,NA,10916,NA,182945,0,
"907",ubm-a-2913,a2009s rh S oc-temp med&Lingual area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"908",ukb-e-100710_AFR,Beer/cider intake,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15533528,HG19/GRCh37,Continuous,NA,NA,1207,NA,0,0,
"909",ebi-a-GCST90011397,OTU97_39 (Proteobacteria) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5451207,HG19/GRCh37,NA,NA,NA,,NA,,0,
"910",ubm-a-275,IDP dMRI TBSS MD Sagittal stratum L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"911",ubm-a-702,IDP dMRI ProbtrackX MO ptr r,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"912",ubm-a-2331,NET100 1175,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"913",ukb-e-41229_p50_CSA,PCT responsible for patient data,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9670895,HG19/GRCh37,Binary,NA,NA,224,NA,8652,0,
"914",ubm-a-1914,NET100 0758,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"915",ukb-a-384,Tinnitus: Yes  now some of the time,NA,public,1,2017,Neale,Males and Females,,European,SD,109411,10894596,HG19/GRCh37,NA,NA,NA,9796,Neale Lab,99615,1,
"916",ieu-a-31,Inflammatory bowel disease,,public,1,2015,Liu,Males and Females,26192919,European,log odds,34652,12716084,HG19/GRCh37,Disease,Autoimmune / inflammatory,NA,12882,IIBDGC,21770,1,
"917",ukb-e-104540_CSA,Satsuma intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"918",ukb-e-23114_EAS,Leg predicted mass (right),NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2662,8253110,HG19/GRCh37,Continuous,NA,NA,2662,NA,0,0,
"919",ukb-d-22601_41503307,"Job coding: general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",NA,public,1,2018,Neale lab,Males and Females,,European,NA,89866,11631585,HG19/GRCh37,Binary,NA,NA,3957,NA,85909,0,
"920",ebi-a-GCST90011780,Pemetrexed drug response (AUC),NA,public,1,2021,Mulford AJ,NA,33575800,Mixed,NA,260,3788732,HG19/GRCh37,NA,NA,NA,,NA,,0,
"921",ebi-a-GCST90001969,FSC-A on Natural Killer,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3113,14903739,HG19/GRCh37,NA,NA,NA,,NA,,0,
"922",ebi-a-GCST90016599,Anorexia nervosa vs autism spectrum disorder (ordinary least squares (OLS)),NA,public,1,2021,Peyrot WJ,NA,33686288,NA,NA,35373,5634812,HG19/GRCh37,NA,NA,NA,16992,NA,18381,0,
"923",ukb-b-13231,Place of birth in UK - east co-ordinate,130: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,434576,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"924",ukb-e-103060_CSA,Poultry intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"925",ukb-e-5485_CSA,Leg pain when walking normally,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1972,9801414,HG19/GRCh37,Binary,NA,NA,1059,NA,913,0,
"926",ukb-e-4407_CSA,Average monthly red wine intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1407,9788194,HG19/GRCh37,Continuous,NA,NA,1407,NA,0,0,
"927",ukb-e-1279_CSA,Exposure to tobacco smoke outside home,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,6515,9810514,HG19/GRCh37,Continuous,NA,NA,6515,NA,0,0,
"928",ukb-e-R00_AFR,R00 Abnormalities of heart beat,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6636,15218900,HG19/GRCh37,Binary,NA,NA,200,NA,6436,0,
"929",finn-b-R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO,public,1,2021,NA,Males and Females,,European,NA,,16380460,HG19/GRCh37,Binary,NA,NA,1093,NA,212004,0,
"930",ieu-a-276,Celiac disease,Effect allele frequencies are missing,public,1,2010,Dubois PC,Males and Females,20190752,European,log odds,15283,523399,HG19/GRCh37,Disease,Autoimmune / inflammatory,NA,4533,NA,10750,1,
"931",finn-b-Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED,"Other congenital malformations, not elsewhere classified",Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED,public,1,2021,NA,Males and Females,,European,NA,,16380460,HG19/GRCh37,Binary,NA,NA,92,NA,217483,0,
"932",ukb-e-20107_p7_CSA,Illnesses of father,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,6892,9750200,HG19/GRCh37,Binary,NA,NA,253,NA,6639,0,
"933",finn-b-CD2_BENIGN_BONE_SHORT_UPPER,Benign neoplasm: Short bones of upper limb,CD2_BENIGN_BONE_SHORT_UPPER,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,195,NA,218597,0,
"934",ukb-a-150,Treatment/medication code: amlodipine,NA,public,1,2017,Neale,Males and Females,,European,SD,337159,10894596,HG19/GRCh37,NA,NA,NA,13693,Neale Lab,323466,1,
"935",ukb-e-recode6_MID,"Estimated glomerular filtration rate, serum creatinine + cystain C",NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1504,11891553,HG19/GRCh37,Continuous,NA,NA,1504,NA,0,0,
"936",ukb-e-2080_MID,Frequency of tiredness / lethargy in last 2 weeks,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1479,11869067,HG19/GRCh37,Continuous,NA,NA,1479,NA,0,0,
"937",ukb-e-981_p1_MID,Duration walking for pleasure,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,944,11595488,HG19/GRCh37,Continuous,NA,NA,944,NA,0,0,
"938",ukb-b-14303,Values entered,20229: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,113410,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"939",ebi-a-GCST90002371,Red cell distribution width,NA,public,1,2020,Chen MH,NA,32888493,South Asian,NA,8166,26220453,HG19/GRCh37,NA,NA,NA,,NA,,0,
"940",finn-b-CD2_NONFOLLICULAR_LYMPHOMA_EXALLC,Non-follicular lymphoma (all cancers excluded),CD2_NONFOLLICULAR_LYMPHOMA_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380340,HG19/GRCh37,Binary,NA,NA,1283,NA,180756,0,
"941",finn-b-K11_CROHN,Crohn disease,K11_CROHN,public,1,2021,NA,Males and Females,,European,NA,,16380455,HG19/GRCh37,Binary,NA,NA,2056,NA,210300,0,
"942",ukb-b-10733,Operation code: fertility treatment procedures,20004#1475: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,1185,MRC-IEU,461748,1,
"943",ukb-e-788_CSA,Syncope and collapse,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9768352,HG19/GRCh37,Binary,NA,NA,272,NA,8604,0,
"944",ubm-a-2779,a2009s lh G temp sup-G T transv area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"945",finn-b-AB1_SEQULAE_INF_NOS,Sequelae of other and unspecified infectious and parasitic diseases,AB1_SEQULAE_INF_NOS,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,936,NA,217489,0,
"946",ebi-a-GCST90001669,CD28+ CD45RA- CD8dim T cell Absolute Count,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3408,15135292,HG19/GRCh37,NA,NA,NA,,NA,,0,
"947",finn-b-F5_OTHPER,Other specified and unspecified personality disorders,F5_OTHPER,public,1,2021,NA,Males and Females,,European,NA,,16380456,HG19/GRCh37,Binary,NA,NA,2000,NA,212179,0,
"948",ebi-a-GCST90001498,Activated & resting CD4 regulatory T cell Absolute Count,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3405,15131843,HG19/GRCh37,NA,NA,NA,,NA,,0,
"949",ukb-e-30750_EAS,Glycated haemoglobin (HbA1c),NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2566,8251701,HG19/GRCh37,Continuous,NA,NA,2566,NA,0,0,
"950",ukb-b-13922,Sources of admission to hospital (recoded): Other admission source,41251#10000: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,461365,9851867,HG19/GRCh37,Binary,NA,NA,2158,MRC-IEU,459207,1,
"951",ukb-b-8266,Other egg intake,102980: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64942,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"952",finn-b-H7_DISORDERLENSNAS,Other specified and unspecified disorders of lens,H7_DISORDERLENSNAS,public,1,2021,NA,Males and Females,,European,NA,,16380384,HG19/GRCh37,Binary,NA,NA,100,NA,189604,0,
"953",ebi-a-GCST90001778,CD25 on IgD+ CD24+ B cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3657,15048951,HG19/GRCh37,NA,NA,NA,,NA,,0,
"954",ukb-e-5257_EAS,Corneal resistance factor (right),NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,914,8127223,HG19/GRCh37,Continuous,NA,NA,914,NA,0,0,
"955",ebi-a-GCST005059,Serum albumin level,NA,public,1,2017,Prins BP,NA,28887542,European,NA,9824,24314123,HG19/GRCh37,NA,NA,NA,,NA,,0,
"956",ukb-a-257,Hearing difficulty/problems: Yes,NA,public,1,2017,Neale,Males and Females,,European,SD,323978,10894596,HG19/GRCh37,NA,NA,NA,84839,Neale Lab,239139,1,
"957",ukb-a-391,Average weekly intake of other alcoholic drinks,NA,public,1,2017,Neale,Males and Females,,European,SD,79291,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"958",finn-b-DM_MACULOPATHY,Diabetic maculopathy (DM_MACULOPATHY),DM_MACULOPATHY,public,1,2021,NA,Males and Females,,European,NA,,16380450,HG19/GRCh37,Binary,NA,NA,1811,NA,211566,0,
"959",ukb-b-2909,Variation in diet,1548: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,460884,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"960",ubm-a-2367,NET100 1211,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"961",ubm-a-2268,NET100 1112,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"962",ieu-b-4843,HDL cholesterol,Sibling estimate,public,1,2022,Howe LJ,Males and Females,,European,NA,37120,,HG19/GRCh37,NA,NA,EFO:0004612,,Within family GWAS consortium,,0,
"963",ubm-a-1277,NET100 0121,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"964",finn-b-L12_PEMPHIGOID_BULL,Bullous pemphigoid,L12_PEMPHIGOID_BULL,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,219,NA,218066,0,
"965",ukb-e-4101_AFR,Heel broadband ultrasound attenuation (left),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3546,15535858,HG19/GRCh37,Continuous,NA,NA,3546,NA,0,0,
"966",ukb-b-11484,Diagnoses - secondary ICD10: Z51.1 Chemotherapy session for neoplasm,41204#Z511: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,7714,MRC-IEU,455296,1,
"967",ukb-b-17881,Potassium,100016: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64979,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"968",ebi-a-GCST004941,Dehydroepiandrosterone sulphate levels,NA,public,1,2017,Prins BP,NA,28887542,European,NA,9722,21770677,HG19/GRCh37,NA,NA,NA,,NA,,0,
"969",finn-b-CD2_BENIGN,Benign neoplasms,CD2_BENIGN,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,52384,NA,166408,0,
"970",ubm-a-2660,volume Left-Thalamus-Proper,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"971",ukb-a-336,Forced vital capacity (FVC),NA,public,1,2017,Neale,Males and Females,,European,SD,307638,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"972",ebi-a-GCST008029,Diastolic blood pressure,NA,public,1,2019,Wojcik GL,NA,31217584,Hispanic or Latin American,NA,21549,31859670,HG19/GRCh37,NA,NA,NA,,NA,,0,
"973",ubm-a-939,NODEamps100 0048,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"974",ukb-b-11411,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the leg (DVT)",6152#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462013,9851867,HG19/GRCh37,Binary,NA,NA,9440,MRC-IEU,452573,1,
"975",ukb-e-41200_p346_AFR,Operative procedures - main OPCS4,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6636,15528517,HG19/GRCh37,Binary,NA,NA,550,NA,6086,0,
"976",ubm-a-417,IDP dMRI TBSS L2 Posterior thalamic radiation L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"977",ukb-e-30620_EAS,Alanine aminotransferase,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2570,8258601,HG19/GRCh37,Continuous,NA,NA,2570,NA,0,0,
"978",ebi-a-GCST003770,Neuroticism,NA,public,1,2016,Okbay A,NA,27089181,European,NA,170911,6023769,HG19/GRCh37,NA,NA,NA,,NA,,0,
"979",ukb-e-4288_AFR,Time to answer,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,3787,15537553,HG19/GRCh37,Continuous,NA,NA,3787,NA,0,0,
"980",ukb-a-342,Number of cigarettes currently smoked daily (current cigarette smokers),NA,public,1,2017,Neale,Males and Females,,European,SD,23205,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"981",ukb-b-9686,Sweet potato intake,104330: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64945,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"982",ebi-a-GCST006328,Extraversion,NA,public,1,2010,de Moor MH,NA,21173776,European,NA,17375,2300116,HG19/GRCh37,NA,NA,NA,,NA,,0,
"983",ubm-a-1165,NET100 0009,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"984",ukb-b-3759,Treatment speciality of consultant (recoded): Gynaecology,41246#1580: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,447061,9851867,HG19/GRCh37,Binary,NA,NA,60451,MRC-IEU,386610,1,
"985",ieu-a-990,Bulimia nervosa,,public,1,2013,Wade TD,Females,23568457,European,log odds,2442,11846513,HG19/GRCh37,Disease,Psychiatric / neurological,NA,151,NA,2291,1,
"986",finn-b-CD2_BENIGN_CONNSOFT_TRUNK_EXALLC,"""Benign neoplasm: Connective and other soft tissue of trunk, unspecified"" (all cancers excluded)",CD2_BENIGN_CONNSOFT_TRUNK_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380337,HG19/GRCh37,Binary,NA,NA,88,NA,180695,0,
"987",ebi-a-GCST90001592,CD8+ T cell Absolute Count,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3652,15195743,HG19/GRCh37,NA,NA,NA,,NA,,0,
"988",ukb-e-24016_AFR,Nitrogen dioxide air pollution; 2005,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6507,15532599,HG19/GRCh37,Continuous,NA,NA,6507,NA,0,0,
